"School Name","BoroughCode","Geographical District","Project Description","Construction Award","Project type","Building ID","Building Address","City","Postcode","Borough","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)","Location 1"
"NEW YORK HARBOR SCHOOL - MANHATTAN","M","2","STRUCTURAL ISSUES","2,196,135.2","CIP","M871","134 CARDER ROAD","Manhattan","10128","MANHATTAN","40.692055","-74.01358","101","1","1086435","1000010010","5","MN0191","(40.692055, -74.01358)"
"I.S. 221 - BRONX","X","7","LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT","64,670","CIP","X149","360 EAST 145 STREET","Bronx","10128","BRONX","40.813785","-73.92032","201","8","2097038","2023060054","43","BX0101","(40.813785, -73.92032)"
"P.S. 261 - BROOKLYN","K","15","FLOOD ELIMINATION / PARAPETS / ROOFS / PLAYGROUND REDEVELOPMENT / TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL TCU REMOVAL/PLAYGROUND REDEVELOPMENT","5,842,449","CIP","K261","314 PACIFIC STREET","Brooklyn","10128","BROOKLYN","40.687466","-73.988288","302","33","3001070","3001880014","43","BK0202","(40.687466, -73.988288)"
"I.S. 294 - QUEENS","Q","25","FY21 RESO A AUDITORIUM UPGRADE / ELECTRIFICATION/HEAT PUMP SYSTEMS / ELECTRICAL UPGRADE / WINDOWS / ROOFS / LIGHTING UPGRADE","30,300,000","CIP","Q169","18-25 212 STREET","Queens","10128","QUEENS","40.782248","-73.779063","407","19","4131147","4058650050","99704","QN0703","(40.782248, -73.779063)"
"P.S. 152 - MANHATTAN","M","6","FY24 RESO A IPDVS CAMERA INSTALLATION / FY24 RESO A IPDVS CAMERA INSTALLATION","444,446","CIP","M152","93 NAGLE AVENUE","Manhattan","10128","MANHATTAN","40.860412","-73.927936","112","10","1064149","1021730001","283","MN1202","(40.860412, -73.927936)"
"WILLIAM MAXWELL VOC HS - K","K","19","FY25 RESO A GYMNASIUM UPGRADE","498,000","CIP","K660","145 PENNSYLVANIA AVENUE","Brooklyn","10128","BROOKLYN","40.674135","-73.89643","305","37","3083660","3037040001","1144","BK0502","(40.674135, -73.89643)"
"P.S. 138 - BROOKLYN","K","17","RPZ VALVES","7,216","CIP","K138","760 PROSPECT PLACE","Brooklyn","10128","BROOKLYN","40.67438","-73.951443","308","36","3330794","3012330026","31701","BK0802","(40.67438, -73.951443)"
"I.S. 125 - QUEENS","Q","24","FLOOD ELIMINATION","2,591,334","CIP","Q125","46-02 47 AVENUE","Queens","10128","QUEENS","40.741131","-73.918945","402","26","4052874","4022840006","23502","QN0202","(40.741131, -73.918945)"
"BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND","K","18","C OF O / LOW-VOLTAGE ELECTRICAL SYSTEMS / ELECTRICAL SYSTEMS","5,916,000","CIP","K515","6565 FLATLANDS AVENUE","Brooklyn","10128","BROOKLYN","40.633285","-73.916735","318","46","3224139","3079980005","950","BK1803","(40.633285, -73.916735)"
"P.S./I.S. 323 - BROOKLYN","K","23","ROOFS / WINDOWS / EXTERIOR MASONRY / PAVED AREA- CONCRETE / PARAPETS","28,600,000","CIP","K263","210 CHESTER STREET","Brooklyn","10128","BROOKLYN","40.666545","-73.910904","316","41","3081442","3035420001","924","BK1602","(40.666545, -73.910904)"
"P.S. 206 - BROOKLYN","K","22","Addition","59,600,000","CAP","K206","2200 GRAVESEND NECK ROAD","Brooklyn","11229","BROOKLYN","40.597369","-73.948946","315","48","3201080","3073810201","59403","BK1503","(40.597369, -73.948946)"
"P.S. 156 - BROOKLYN","K","23","ROOFS / EXTERIOR MASONRY","5,800,000","CIP","K356","104 SUTTER AVENUE","Brooklyn","10128","BROOKLYN","40.665965","-73.918107","316","41","3081276","3035350016","900","BK1602","(40.665965, -73.918107)"
"P.S. 112 - BRONX","X","11","WINDOWS / EXTERIOR MASONRY / PARAPETS / FLOOD ELIMINATION","6,179,000","CIP","X112","1925 SCHIEFFELIN AVENUE","Bronx","10128","BRONX","40.885008","-73.843193","212","12","2065991","2049050500","458","BX1202","(40.885008, -73.843193)"
"P.S. 62 - QUEENS","Q","27","LSP DOMESTIC WATER HEATER REPLACEMENT","148,607.82","CIP","Q062","97-25 108 STREET","Queens","10128","QUEENS","40.688577","-73.836162","409","29","4197909","4094100001","110","QN0903","(40.688577, -73.836162)"
"P.S. 59 - MANHATTAN","M","2","FY24 RESO A PLAYGROUND UPGRADE","323,814","CIP","M488","231-249 EAST 56 STREET","Manhattan","10128","MANHATTAN","40.759249","-73.967221","106","4","1088892","1013300013","10803","MN0604","(40.759249, -73.967221)"
"JULIA RICHMAN H.S.","M","2","LL 41/16 COMPLIANCE (002729) / LL 41/16 COMPLIANCE (005181) / LL 41/16 COMPLIANCE (005182) / LL 41/16 COMPLIANCE (002762) / LL 41/16 COMPLIANCE (005183) / LL 41/16 COMPLIANCE  (005184) / LL 41/16 COMPLIANCE (005185) / LL 41/16 COMPLIANCE (005186) / LL 41","19,998.32","CIP","M480","317 EAST 67 STREET","Manhattan","10128","MANHATTAN","40.765359","-73.960059","108","5","1083343","1014420001","118","MN0801","(40.765359, -73.960059)"
"LIBERTY AVENUE MIDDLE SCHOOL","K","19","WALK-IN REFRIGERATORS AND FREEZERS","585,000","CIP","K302","350 LINWOOD STREET","Brooklyn","10128","BROOKLYN","40.677104","-73.883433","305","37","3088357","3039690001","1170","BK0501","(40.677104, -73.883433)"
"P.S. 38 - BROOKLYN","K","15","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","380,000","CIP","K038","450 PACIFIC STREET","Brooklyn","10128","BROOKLYN","40.685264","-73.982639","302","33","3001183","3001910001","39","BK0202","(40.685264, -73.982639)"
"P.S. 234 - QUEENS","Q","30","FY25 RESO A GYMNASIUM UPGRADE","560,000","CIP","Q234","30-15 29TH STREET","Queens","10128","QUEENS","40.767305","-73.923246","401","22","4007619","4005920015","73","QN0103","(40.767305, -73.923246)"
"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE","X","9","FY23 RESO A GYMNASIUM UPGRADE","206,195","CIP","X460","244 EAST 163 STREET","Bronx","10128","BRONX","40.827607","-73.918681","204","16","2109459","2024450006","18302","BX0401","(40.827607, -73.918681)"
"P.S. 172 - BROOKLYN","K","15","EXTERIOR MASONRY / ROOFS / PARAPETS / PAVED AREAS CONCRETE / WINDOWS","15,764,000","CIP","K172","825 4 AVENUE","Brooklyn","10128","BROOKLYN","40.657914","-74.000652","307","38","3009847","3006690001","101","BK0702","(40.657914, -74.000652)"
"P.S. @ 137-23 45 AVENUE - QUEENS","Q","25","Demo","3,299,000","CAP","Q512","137-23 45 AVENUE","Queens","11355","QUEENS","40.751198","-73.822473","407","20",,,"845","QN0705","(40.751198, -73.822473)"
"P.S. 128 - QUEENS","Q","24","FY24 RESO A AUDITORIUM UPGRADE / FY24 RESO A PLAYGROUND UPGRADE","1,545,000","CIP","Q247","69-10 65TH DRIVE","Queens","10128","QUEENS","40.715344","-73.886215","405","30","4070445","4030270037","659","QN0504","(40.715344, -73.886215)"
"P.S. 22 - QUEENS","Q","25","FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS","11,244,000","CIP","Q022","153-33 SANFORD AVENUE","Queens","10128","QUEENS","40.761249","-73.811808","407","20","4438184","4053280001","1167","QN0704","(40.761249, -73.811808)"
"Q811 SPED - QUEENS","Q","26","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","5,580,000","CIP","Q811","61-25 MARATHON PARKWAY","Queens","10128","QUEENS","40.756778","-73.729487","411","23","4173060","4083610001","152902","QN1103","(40.756778, -73.729487)"
"P.S. 43 - QUEENS","Q","27","TCU REMOVAL/PLAYGROUND REDEVELOPMENT","1,179,000","CIP","Q043","160 BEACH 29TH STREET","Queens","10128","QUEENS","40.593834","-73.76174","414","31","4467711","4158200001","99802","QN1401","(40.593834, -73.76174)"
"FRANCIS LEWIS HS - QUEENS","Q","26","FY20 RESO A ATHLETIC FIELD UPGRADE","10,542,368","CIP","Q431","58-20 UTOPIA PARKWAY","Queens","10128","QUEENS","40.740724","-73.79283","411","20","4148763","4068820001","1417","QN1101","(40.740724, -73.79283)"
"INNOVATION DIPLOMA PLUS","M","3","LOW VOLTAGE ELECTRICAL SYSTEM / VENTILATION / CLIMATE CONTROL","11,221,212","CIP","M470","145 WEST 84 STREET","Manhattan","10128","MANHATTAN","40.785803","-73.974614","107","6","1032128","1012150001","169","MN0702","(40.785803, -73.974614)"
"P.S. 146 - QUEENS","Q","27","FY24 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE","546,000","CIP","Q146","98-01 159 AVENUE","Queens","10128","QUEENS","40.659873","-73.835068","410","32","4295163","4141680016","884","QN1003","(40.659873, -73.835068)"
"P.S. 169 - BROOKLYN","K","15","IPDVS INSTALLATIONS","250,623.95","CIP","K169","4305 7 AVENUE","Brooklyn","10128","BROOKLYN","40.64629","-74.001903","307","38","3011002","3007320001","9201","BK0703","(40.64629, -74.001903)"
"P.S. 89 - QUEENS","Q","24","LSP DOMESTIC WATER HEATER","195,000","CIP","Q089","85-28 BRITTON AVENUE","Queens","10128","QUEENS","40.745923","-73.880205","404","25","4037370","4015140001","27101","QN0401","(40.745923, -73.880205)"
"P.S. 277 - BRONX","X","7","IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION","495,000","CIP","X027","519 ST ANNS AVENUE","Bronx","10128","BRONX","40.813517","-73.913402","201","8","2000114","2022740023","43","BX0101","(40.813517, -73.913402)"
"NEWCOMERS HIGH SCHOOL - Q","Q","30","RPZ VALVES","389,000","CIP","Q450","28-01 41ST AVENUE","Queens","10128","QUEENS","40.751356","-73.937445","401","26","4004874","4004040001","3301","QN0105","(40.751356, -73.937445)"
"P.S. 92 - QUEENS","Q","30","PLAYGROUND UPGRADE / PATH OF TRAVEL PLAYGROUND UPGRADE","329,726","CIP","Q292","99-01 34TH AVENUE","Queens","10128","QUEENS","40.755418","-73.869017","403","21","4042496","4017140018","377","QN0303","(40.755418, -73.869017)"
"P.S. 113 - QUEENS","Q","24","LSP HOT WATER HEATER REPLACEMENT","219,000","CIP","Q113","78-23 87TH STREET","Queens","10128","QUEENS","40.705516","-73.862208","405","32","4094055","4038460040","637","QN0503","(40.705516, -73.862208)"
"HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPAT","X","7","IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION","568,596","CIP","X655","455 SOUTHERN BOULEVARD","Bronx","10128","BRONX","40.810803","-73.907015","201","8","2003883","2025760026","35","BX0101","(40.810803, -73.907015)"
"I.S. 362 - MANHATTAN","M","5","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","644,500","CIP","M125","425 WEST 123 STREET","Manhattan","10128","MANHATTAN","40.810431","-73.955809","109","7","1059526","1019640012","20901","MN0901","(40.810431, -73.955809)"
"P.S. 506 - BROOKLYN","K","20","BATHROOM UPGRADE","200,000","CIP","K314","330 59 STREET","Brooklyn","10128","BROOKLYN","40.642121","-74.018997","307","38","3016258","3008620012","74","BK0702","(40.642121, -74.018997)"
"I.S. 227 - QUEENS","Q","30","FY19 RESO A AUDITORIUM UPGRADE","1,665,000","CIP","Q227","32-02 JUNCTION BOULEVARD","Queens","10128","QUEENS","40.758408","-73.874472","403","21","4034891","4014230001","353","QN0302","(40.758408, -73.874472)"
"I.S. 234 - BROOKLYN","K","22","INTERIOR SPACES","2,740,580","CIP","K234","1875 EAST 17 STREET","Brooklyn","10128","BROOKLYN","40.60422","-73.955485","315","48","3184057","3068210244","558","BK1502","(40.60422, -73.955485)"
"P.S. 42 - QUEENS","Q","27","FY25 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","638,000","CIP","Q042","488 BEACH 66 STREET","Queens","10128","QUEENS","40.594538","-73.795304","414","31","4302817","4160390014","964","QN1402","(40.594538, -73.795304)"
"P.S. 100 - BROOKLYN","K","21","COVID VENTILATION / COVID FIRE ALARM SYSTEM","3,998,000","CIP","K100","2951 WEST 3 STREET","Brooklyn","10128","BROOKLYN","40.57732","-73.971313","313","48","3196595","3072810001","35602","BK1302","(40.57732, -73.971313)"
"P.S. 63 - BRONX","X","9","FY20 RESO A IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION / FY24 RESO A IPDVS CAMERA INSTALLATION","634,712.48","CIP","X063","1260 FRANKLIN AVENUE","Bronx","10128","BRONX","40.830965","-73.902738","203","17","2004302","2026150014","149","BX0301","(40.830965, -73.902738)"
"G MCCOWN EXPEDITIONARY LRNG SCL- R","R","31","FY20 RESO A LIBRARY UPGRADE / FY21 RESO A SCIENCE LAB UPGRADES","1,471,000","CIP","R043","100 ESSEX DRIVE","Staten Island","10128","STATEN IS","40.581315","-74.158589","502","51","5149609","5024500320","27702","SI0204","(40.581315, -74.158589)"
"P.S. 184 - QUEENS","Q","25","ROOFS / PARAPETS / EXTERIOR MASONRY","2,825,000","CIP","Q184","163-15 21 ROAD","Queens","10128","QUEENS","40.778095","-73.800163","407","19","4129072","4057560001","1017","QN0703","(40.778095, -73.800163)"
"I.S. 73 - QUEENS","Q","24","PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION","7,810,000","CIP","Q073","70-02 54 AVENUE","Queens","10128","QUEENS","40.729215","-73.893624","405","30","4058611","4025030031","49302","QN0501","(40.729215, -73.893624)"
"J.H.S. 47 (SCH FOR THE DEAF) - M","M","2","EXTERIOR MASONRY / RTU REPLACEMENT / WINDOWS / PARAPETS / ROOFS","24,733,000","CIP","M047","223 EAST 23 STREET","Manhattan","10128","MANHATTAN","40.738548","-73.982455","106","2","1019775","1009040024","64","MN0602","(40.738548, -73.982455)"
"P.S. 116 - BROOKLYN","K","32","FLOOD ELIMINATION / EXTERIOR MASONRY","5,543,680","CIP","K116","515 KNICKERBOCKER AVENUE","Brooklyn","10128","BROOKLYN","40.697779","-73.916521","304","37","3075909","3033170001","433","BK0402","(40.697779, -73.916521)"
"P.S. 75 - MANHATTAN","M","3","RPZ BACKFLOW PREVENTION DEVICES","706,786","CIP","M075","735 WEST END AVENUE","Manhattan","10128","MANHATTAN","40.795157","-73.973292","107","6","1034190","1012530065","183","MN0702","(40.795157, -73.973292)"
"P.S. 55 - STATEN ISLAND","R","31","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","8,419,000","CIP","R055","54 OSBORNE STREET","Staten Island","10128","STATEN IS","40.536639","-74.163815","503","51","5069075","5053360001","15602","SI0302","(40.536639, -74.163815)"
"I.S. 119 - QUEENS","Q","24","FY23 RESO A COMPUTER LAB UPGRADE","316,914","CIP","Q119","74-01 78 AVENUE","Queens","10128","QUEENS","40.704406","-73.875183","405","32","4092660","4038120020","63301","QN0503","(40.704406, -73.875183)"
"I.S. 5 - QUEENS","Q","24","FY25 RESO A IPDVS CAMERA INSTALLATION / FY25 RESO A IPDVS CAMERA INSTALLATION","451,000","CIP","Q005","50-40 JACOBUS STREET","Queens","10128","QUEENS","40.737918","-73.887407","404","30","4454423","4024500017","489","QN0203","(40.737918, -73.887407)"
"P.S. 70 - BRONX","X","9","WALK-IN REFRIGERATORS AND FREEZERS","484,000","CIP","X070","1691 WEEKS AVENUE","Bronx","10128","BRONX","40.844253","-73.907616","204","15","2007387","2027930028","22902","BX0403","(40.844253, -73.907616)"
"P.S. 86 - BRONX","X","10","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","387,000","CIP","X086","2756 RESERVOIR AVENUE","Bronx","10128","BRONX","40.869835","-73.89874","207","11","2100971","2032470070","409","BX0702","(40.869835, -73.89874)"
"P.S. 205 - BROOKLYN","K","20","FIRE ALARM SYSTEM REPLACEMENT","978,995","CIP","K205","6701 20 AVENUE","Brooklyn","10128","BROOKLYN","40.61527","-73.987149","311","43","3134749","3055710001","256","BK1101","(40.61527, -73.987149)"
"P.S. 315 - BROOKLYN","K","22","LOW VOLTAGE ELECTRICAL SYSTEM","1,243,000","CIP","K152","725 EAST 23 STREET","Brooklyn","10128","BROOKLYN","40.632562","-73.954724","314","45","3205780","3075510026","772","BK1401","(40.632562, -73.954724)"
"CONCORD HS - R","R","31","FY20 RESO A IPDVS CAMERA INSTALLATION / FY25 RESO A IPDVS CAMERA INSTALLATION / FY25 RESO A IPDVS CAMERA INSTALLATION","381,818","CIP","R470","109 RHINE AVENUE","Staten Island","10128","STATEN IS","40.610868","-74.087379","501","49","5043479","5028850001","4004","SI0103","(40.610868, -74.087379)"
"P.S. 138 - BRONX","X","8","Addition","57,799,000","CAP","X138","2060 LAFAYETTE AVENUE","Bronx","10473","BRONX","40.822665","-73.853366","209","18","2022289","2036090016","74","BX0903","(40.822665, -73.853366)"
"P.S. 85 - QUEENS","Q","30","ROOFS / EXTERIOR MASONRY / WINDOWS / PARAPETS","10,980,000","CIP","Q085","23-70 31 STREET","Queens","10128","QUEENS","40.772932","-73.914625","401","22","4017485","4008420031","115","QN0101","(40.772932, -73.914625)"
"AVIATION HS - QUEENS","Q","24","LOW VOLTAGE ELECTRICAL SYSTEMS","1,250,000","CIP","Q610","45-30 36 STREET","Queens","10128","QUEENS","40.743509","-73.929076","402","26","4436685","4002260001","17902","QN0202","(40.743509, -73.929076)"
"P.S. 122 - QUEENS","Q","30","ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION","11,773,000","CIP","Q122","21-21 DITMARS BOULEVARD","Queens","10128","QUEENS","40.780347","-73.916655","401","22","4019633","4008800001","103","QN0101","(40.780347, -73.916655)"
"P.S. 138 - QUEENS","Q","29","FY24 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE","459,000","CIP","Q138","251-11 WELLER AVENUE","Queens","10128","QUEENS","40.659728","-73.735176","413","31","4288640","4135780001","660","QN1307","(40.659728, -73.735176)"
"P.S. 114 - BRONX","X","9","PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL","6,650,000","CIP","X114","1155 CROMWELL AVENUE","Bronx","10128","BRONX","40.834776","-73.923067","204","16","2003022","2024950100","6302","BX0491","(40.834776, -73.923067)"
"FLUSHING HS - QUEENS","Q","25","FY23 RESO A ATHLETIC FIELD UPGRADE","10,567,000","CIP","Q463","34-42 LEAVITT STREET","Queens","10128","QUEENS","40.765585","-73.829149","407","20","4538071","4049530001","88902","QN0707","(40.765585, -73.829149)"
"P.S. 15 - BROOKLYN","K","15","IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION","350,000","CIP","K015","71 SULLIVAN STREET","Brooklyn","10128","BROOKLYN","40.677343","-74.011558","306","38","3008585","3005660001","5301","BK0601","(40.677343, -74.011558)"
"P.S. 220 - QUEENS","Q","28","EXTERIOR MASONRY","983,000","CIP","Q220","62-10 108 STREET","Queens","10128","QUEENS","40.736524","-73.851455","406","24","4051290","4021430001","745","QN0602","(40.736524, -73.851455)"
"FORT HAMILTON HS - K","K","20","LOW VOLTAGE ELECTRICAL SYSTEM","3,051,000","CIP","K490","8301 SHORE ROAD","Brooklyn","10128","BROOKLYN","40.627898","-74.039985","310","47","3152318","3060130001","46","BK1001","(40.627898, -74.039985)"
"P.S. 96 - QUEENS","Q","27","Addition","51,093,080","CAP","Q096","130-17 ROCKAWAY BOULEVARD","Queens","11420","QUEENS","40.674977","-73.808245","410","28","4000000","4116940027","180","QN1001","(40.674977, -73.808245)"
"M.S./H.S. 225 - BRONX","X","10","PATH OF TRAVEL RESO A ROOM CONVERSION / FY22 RESO A ROOM CONVERSION","1,691,000","CIP","X137","2225 WEBSTER AVENUE","Bronx","10128","BRONX","40.854515","-73.896703","205","15","2013307","2031430043","379","BX0502","(40.854515, -73.896703)"
"P.S./I.S. 499 - QUEENS","Q","25","LSP DOMESTIC WATER HEATER REPLACEMENT","100,000","CIP","Q499","148-20 REEVES AVENUE","Queens","10128","QUEENS","40.739246","-73.822057","408","24","4467571","4065070150","809","QN0801","(40.739246, -73.822057)"
"JAMES MADISON HS - BROOKLYN","K","22","COVID VENTILATION","11,445,000","CIP","K425","3787 BEDFORD AVENUE","Brooklyn","10128","BROOKLYN","40.609912","-73.948512","315","48","3182721","3067880001","642","BK1502","(40.609912, -73.948512)"
"P.S. 157 - BROOKLYN","K","14","WALK-IN REFRIGERATORS AND FREEZERS","529,126","CIP","K157","850 KENT AVENUE","Brooklyn","10128","BROOKLYN","40.695417","-73.959571","303","33","3054671","3018970013","1237","BK0301","(40.695417, -73.959571)"
"MIDDLE COLLEGE HIGH SCHOOL - QUEENS","Q","24","MECHANICAL PIPING","645,750","CIP","Q520","45-35 VAN DAM STREET","Queens","10128","QUEENS","40.744412","-73.93364","402","26","4003442","4002490001","17902","QN0202","(40.744412, -73.93364)"
"P.S. 152 - BRONX","X","8","PARAPETS / ROOFS / EXTERIOR MASONRY / CHILLER PLANT UPGRADE / FLOOD ELIMINATION","12,963,000","CIP","X152","1007 EVERGREEN AVENUE","Bronx","10128","BRONX","40.824024","-73.880032","209","17","2023336","2037110001","52","BX0901","(40.824024, -73.880032)"
"P.S. 234 - MANHATTAN","M","2","FIRE ALARM SYSTEM REPLACEMENT","1,200,000","CIP","M234","292 GREENWICH STREET","Manhattan","10128","MANHATTAN","40.716017","-74.011038","101","1","1001533","1001420001","21","MN0102","(40.716017, -74.011038)"
"I.S. 62 - BROOKLYN","K","20","ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / FLOOD ELIMINATION","21,883,000","CIP","K062","700 CORTELYOU ROAD","Brooklyn","10128","BROOKLYN","40.638686","-73.971651","312","39","3126842","3053910001","490","BK1203","(40.638686, -73.971651)"
"P.S. 8 - MANHATTAN","M","6","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / FY25 RESO A IPDVS CAMERA INSTALLATION","514,000","CIP","M008","465 W 167 STREET","Manhattan","10128","MANHATTAN","40.838954","-73.936838","112","10","1081842","1021120001","249","MN1201","(40.838954, -73.936838)"
"R025 SPED - STATEN ISLAND","R","31","ROOFS","2,292,000","CIP","R025","4210 ARTHUR KILL ROAD","Staten Island","10128","STATEN IS","40.539795","-74.237549","503","51","5086781","5073150007","22602","SI0305","(40.539795, -74.237549)"
"P.S. 452 - MANHATTAN","M","3","IPDVS INSTALLATIONS / IPDVS INSTALLATIONS","345,500","CIP","M191","210 WEST 61 STREET","Manhattan","10128","MANHATTAN","40.771966","-73.987429","107","6","1030320","1011520029","147","MN0701","(40.771966, -73.987429)"
