building_id,school_name,building_address,city,borough,borough_code,geographical_district,latitude,longitude
X160,P.S. 160 - BRONX,4140 HUTCHINSON RIVER PARKWAY EAST,Bronx,BRONX,X,11,40.864687,-73.824299
K249,P.S. 249 - BROOKLYN,18 MARLBOROUGH ROAD,Brooklyn,BROOKLYN,K,17,40.64971,-73.966046
M108,P.S. 108 - MANHATTAN,1615 MADISON AVENUE,Manhattan,MANHATTAN,M,4,40.795146,-73.948368
X106,P.S. 106 - BRONX,1514 OLMSTEAD AVENUE,Bronx,BRONX,X,11,40.836374,-73.855175
R446,PORT RICHMOND HS - R,39 INNIS STREET,Staten Island,STATEN IS,R,31,40.633704,-74.142364
Q475,RICHMOND HILL HS - QUEENS,89-30 114 STREET,Queens,QUEENS,Q,27,40.695888,-73.833681
Q074,I.S. 74 - QUEENS,61-15 OCEANIA STREET,Queens,QUEENS,Q,26,40.745201,-73.767446
K864,SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH - NE,3109 NEWKIRK AVENUE,Brooklyn,BROOKLYN,K,22,40.640066,-73.947253
X175,P.S. 175 - BRONX,200 CITY ISLAND AVENUE,Bronx,BRONX,X,11,40.843873,-73.785219
R042,P.S. 42 - STATEN ISLAND,380 GENESEE AVENUE,Staten Island,STATEN IS,R,31,40.552523,-74.169464
K656,BROOKLYN HS OF THE ARTS - BROOKLYN,500 PACIFIC STREET,Brooklyn,BROOKLYN,K,15,40.684504,-73.980678
Q232,P.S. 232 - QUEENS,153-23 83 STREET,Queens,QUEENS,Q,27,40.665909,-73.851216
M064,P.S. 64 - MANHATTAN,600 EAST 6 STREET,Manhattan,MANHATTAN,M,1,40.724435,-73.981521
M142,P.S. 142 - MANHATTAN,100 ATTORNEY STREET,Manhattan,MANHATTAN,M,1,40.718383,-73.984452
K002,I.S. 2 - BROOKLYN,655 PARKSIDE AVENUE,Brooklyn,BROOKLYN,K,17,40.656183,-73.951583
K102,P.S. 102 - BROOKLYN,211 72 STREET,Brooklyn,BROOKLYN,K,20,40.63402,-74.029036
Q207,P.S. 207 - QUEENS,159-15 88 STREET,Queens,QUEENS,Q,27,40.658089,-73.844432
K180,P.S. 180 - BROOKLYN,5601 16 AVENUE,Brooklyn,BROOKLYN,K,20,40.627029,-73.989672
R008,P.S. 8 - STATEN ISLAND,112 LINDENWOOD ROAD,Staten Island,STATEN IS,R,31,40.547692,-74.151755
X009,P.S. 9 - BRONX,230 EAST 183 STREET,Bronx,BRONX,X,10,40.857067,-73.898936
R880,P.S. 80 - STATEN ISLAND,715 OCEAN TERRACE,Staten Island,STATEN IS,R,31,40.608756,-74.102344
Q340,P.S. @ 46-10 70 STREET - QUEENS,46-10 70 STREET,Queens,QUEENS,Q,24,40.739613,-73.894214
K447,3K CENTER @ 129 VAN BRUNT STREET - BROOKLYN,129 VAN BRUNT STREET,Brooklyn,BROOKLYN,K,15,40.68417,-74.00556
K029,P.S. 29 - BROOKLYN,425 HENRY STREET,Brooklyn,BROOKLYN,K,15,40.686959,-73.998053
Q131,P.S. 131 - QUEENS,170-21 84TH AVENUE,Queens,QUEENS,Q,29,40.716609,-73.794666
K455,BOYS & GIRLS HS - BROOKLYN,1700 FULTON STREET,Brooklyn,BROOKLYN,K,16,40.67944,-73.932407
K110,P.S. 110 - BROOKLYN,124 MONITOR STREET,Brooklyn,BROOKLYN,K,14,40.723897,-73.942312
K007,K004 SPED - BROOKLYN,858 JAMAICA AVENUE,Brooklyn,BROOKLYN,K,19,40.689697,-73.873109
M128,P.S. 128 - MANHATTAN,560 WEST 169 STREET,Manhattan,MANHATTAN,M,6,40.841359,-73.938593
K287,P.S. 287 - BROOKLYN,50 NAVY STREET,Brooklyn,BROOKLYN,K,13,40.697901,-73.98054
Q067,J.H.S. 67 - QUEENS,51-60 MARATHON PARKWAY,Queens,QUEENS,Q,26,40.762708,-73.733694
K230,P.S. 230 - BROOKLYN,1 ALBEMARLE ROAD,Brooklyn,BROOKLYN,K,15,40.645017,-73.980761
Q401,AUGUST MARTIN HS - QUEENS,156-10 BAISLEY BOULEVARD,Queens,QUEENS,Q,27,40.675633,-73.783342
X660,CROTONA INTERNATIONAL HIGH SCHOOL - BRONX,2474 CROTONA AVENUE,Bronx,BRONX,X,10,40.855698,-73.882715
Q031,P.S. 31 - QUEENS,211-45 46 ROAD,Queens,QUEENS,Q,26,40.757064,-73.770122
R075,I.S. 75 - STATEN ISLAND,455 HUGUENOT AVENUE,Staten Island,STATEN IS,R,31,40.54438,-74.197897
K390,M.S. 354 - BROOKLYN,1224 PARK PLACE,Brooklyn,BROOKLYN,K,17,40.672713,-73.936924
X181,I.S. 181 - BRONX,800 BAYCHESTER AVENUE,Bronx,BRONX,X,11,40.875293,-73.83389
K241,P.S. 241 - BROOKLYN,976 PRESIDENT STREET,Brooklyn,BROOKLYN,K,17,40.669361,-73.960769
X039,LONGWOOD PREPARATORY ACADEMY,965 LONGWOOD AVENUE,Bronx,BRONX,X,8,40.817512,-73.898212
K436,HIGH SCHOOL FOR CIVIL RIGHTS - K,125-08 FLATLANDS AVENUE,Brooklyn,BROOKLYN,K,19,40.658428,-73.873063
K158,P.S. 158 - BROOKLYN,400 ASHFORD STREET,Brooklyn,BROOKLYN,K,19,40.672579,-73.884803
R051,I.S. 51 - STATEN ISLAND,80 WILLOWBROOK ROAD,Staten Island,STATEN IS,R,31,40.623266,-74.14424
K835,P.S. 235 - BROOKLYN,525 LENOX ROAD,Brooklyn,BROOKLYN,K,18,40.654704,-73.941089
X080,I.S. 80 - BRONX,149 EAST MOSHOLU PARKWAY NORTH,Bronx,BRONX,X,10,40.876299,-73.881532
K176,P.S. 176 - BROOKLYN,1225 69 STREET,Brooklyn,BROOKLYN,K,20,40.62457,-74.005314
X085,P.S. 85 - BRONX,2400 MARION AVENUE,Bronx,BRONX,X,10,40.858831,-73.895167
Q497,H.S. @ 165-15 88 AVENUE - QUEENS,165-15 88 AVENUE,Queens,QUEENS,Q,78,40.708691,-73.796674
X511,P.S. @ 760 EAST GUN HILL ROAD - BRONX,760 EAST GUN HILL ROAD,Bronx,BRONX,X,84,40.876633,-73.864113
M188,P.S. 188 - MANHATTAN,442 EAST HOUSTON STREET,Manhattan,MANHATTAN,M,1,40.719598,-73.977904
K200,P.S. 200 - BROOKLYN,1940 BENSON AVENUE,Brooklyn,BROOKLYN,K,20,40.603188,-74.001408
X019,P.S. 19 - BRONX,311 EAST 237TH STREET,Bronx,BRONX,X,11,40.89902,-73.866925
X130,P.S. 130 - BRONX,750 PROSPECT AVENUE,Bronx,BRONX,X,8,40.817721,-73.902421
K391,I.S. 722 - BROOKLYN,790 EAST NEW YORK AVENUE,Brooklyn,BROOKLYN,K,17,40.662447,-73.936382
M123,P.S. 123 - MANHATTAN,301 WEST 140 STREET,Manhattan,MANHATTAN,M,5,40.819767,-73.944433
R020,P.S. 20 - STATEN ISLAND,161 PARK AVENUE,Staten Island,STATEN IS,R,31,40.636598,-74.132919
Q126,I.S. 126 - QUEENS,31-51 21 STREET,Queens,QUEENS,Q,30,40.766264,-73.930709
M004,P.S. 4 - MANHATTAN,500 WEST 160 STREET,Manhattan,MANHATTAN,M,6,40.834899,-73.941085
K094,P.S. 94 - BROOKLYN,5010 6 AVENUE,Brooklyn,BROOKLYN,K,15,40.64366,-74.008252
K299,P.S. 299 - BROOKLYN,88 WOODBINE STREET,Brooklyn,BROOKLYN,K,32,40.691077,-73.918152
K280,EDUCATIONAL CAMPUS @ 500 19 STREET - BROOKLYN,500 19 STREET,Brooklyn,BROOKLYN,K,15,40.656944,-73.983115
K123,P.S. 123 - BROOKLYN,100 IRVING AVENUE,Brooklyn,BROOKLYN,K,32,40.703767,-73.922702
X451,X000 - BRONX,1980 LAFAYETTE AVENUE,Bronx,BRONX,X,8,40.82229,-73.856167
X043,P.S. 43 - BRONX,165 BROWN PLACE,Bronx,BRONX,X,7,40.806351,-73.921196
M046,P.S. 46 - MANHATTAN,2987 FREDERICK DOUGLASS BOULEVARD,Manhattan,,M,5,,
K370,K370 SPED - BROOKLYN,3000 WEST 1 STREET,Brooklyn,BROOKLYN,K,21,40.57752,-73.969517
K035,I.S. 35 - BROOKLYN,272 MACDONOUGH STREET,Brooklyn,BROOKLYN,K,16,40.681904,-73.935895
X052,I.S. 302 - BRONX,681 KELLY STREET,Bronx,BRONX,X,8,40.815429,-73.902139
K207,P.S. 207 - BROOKLYN,4011 FILLMORE AVENUE,Brooklyn,BROOKLYN,K,22,40.613353,-73.930129
M486,J. K. ONASSIS HS FOR INT CAREERS-M,120 WEST 46 STREET,Manhattan,MANHATTAN,M,2,40.757729,-73.983078
X178,P.S. 178 - BRONX,850 BAYCHESTER AVENUE,Bronx,BRONX,X,11,40.875894,-73.83386
Q025,J.H.S. 25 - QUEENS,34-65 192 STREET,Queens,QUEENS,Q,25,40.765133,-73.790083
Q298,ELM TREE ELEMENTARY SCHOOL,50-51 98TH STREET,Queens,QUEENS,Q,24,40.742167,-73.864109
M173,P.S./I.S. 173 - MANHATTAN,306 FORT WASHINGTON AVENUE,Manhattan,MANHATTAN,M,6,40.845469,-73.940468
Q469,BENJAMIN N. CARDOZO HS - QUEENS,221-15 58TH AVENUE,Queens,QUEENS,Q,26,40.751122,-73.756912
Q798,BACCALAUREATE SCL FOR GLOBAL ED-Q,34-12 36TH AVENUE,Queens,QUEENS,Q,30,40.755366,-73.927169
K061,I.S. 61 - BROOKLYN,400 EMPIRE BOULEVARD,Brooklyn,BROOKLYN,K,17,40.664007,-73.94922
X028,P.S. 28 - BRONX,1861 ANTHONY AVENUE,Bronx,BRONX,X,9,40.848057,-73.903522
M276,P.S./I.S. 276 - MANHATTAN,55 BATTERY PLACE,Manhattan,MANHATTAN,M,2,40.70644,-74.017818
M154,P.S. 154 - MANHATTAN,250 WEST 127 STREET,Manhattan,MANHATTAN,M,5,40.810928,-73.948938
Q197,P.S. 197 - QUEENS,825 HICKSVILLE ROAD,Queens,QUEENS,Q,27,40.600199,-73.743968
X098,I.S. 98 - BRONX,1619 BOSTON ROAD,Bronx,BRONX,X,12,40.8359,-73.890458
R026,P.S./I.S. 26 - STATEN ISLAND,4108 VICTORY BOULEVARD,Staten Island,STATEN IS,R,31,40.591702,-74.190648
Q009,Q009 SPED - QUEENS,58-74 57 STREET,Queens,QUEENS,Q,24,40.718935,-73.912208
M022,NEW EXPLORATIONS - M,111 COLUMBIA STREET,Manhattan,MANHATTAN,M,1,40.718895,-73.979308
Q223,P.S. 223 - QUEENS,125-20 SUTPHIN BOULEVARD,Queens,QUEENS,Q,27,40.674541,-73.789417
Q822,Q811 SPED - QUEENS,114-36 202ND STREET,Queens,QUEENS,Q,29,40.699646,-73.752519
R126,ANNEX @ 57 CLEVELAND PLACE - STATEN ISLAND,57 CLEVELAND PLACE,Staten Is,STATEN IS,R,31,40.602182,-74.068818
M634,NEW YORK HARBOR SCHOOL ANNEX - MANHATTAN,555 SHORT AVENUE,Manhattan,MANHATTAN,M,78,40.691201,-74.020291
K216,P.S. 216 - BROOKLYN,350 AVENUE X,Brooklyn,BROOKLYN,K,21,40.590564,-73.969964
K190,P.S. 190 - BROOKLYN,590 SHEFFIELD AVENUE,Brooklyn,BROOKLYN,K,19,40.662326,-73.894441
M501,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,2005 MADISON AVENUE,Manhattan,MANHATTAN,M,5,40.807383,-73.939433
M110,P.S. 110 - MANHATTAN,285 DELANCEY STREET,Manhattan,MANHATTAN,M,1,40.715915,-73.979893
K099,P.S. 99 - BROOKLYN,1120 EAST 10 STREET,Brooklyn,BROOKLYN,K,21,40.621565,-73.965595
K264,P.S. 264 - BROOKLYN,371 89 STREET,Brooklyn,BROOKLYN,K,20,40.620957,-74.03015
KBDD,SALVATION ARMY SUTTER DAY CARE,20 SUTTER AVENUE,Brooklyn,BROOKLYN,K,23,40.665361,-73.922177
X047,P.S. 47 - BRONX,1794 EAST 172 STREET,Bronx,BRONX,X,12,40.832902,-73.866848
Q019,P.S. 19 - QUEENS,40-10 99TH STREET,Queens,QUEENS,Q,24,40.749108,-73.866362
K040,P.S. 40 - BROOKLYN,265 RALPH AVENUE,Brooklyn,BROOKLYN,K,16,40.680463,-73.922264
XAYF,"MINIVENTURES OF NY, INC.- SITE #4 - BRONX",2863 WEBSTER AVENUE,Bronx,BRONX,X,10,40.866931,-73.884217
K743,ADULT AND CONTINUING EDUCATION,475 NOSTRAND AVENUE,Brooklyn,BROOKLYN,K,13,40.681233,-73.949737
Q260,P.S. 307 - QUEENS,40-20 100 STREET,Queens,QUEENS,Q,24,40.748838,-73.865161
Q104,P.S. 104 - QUEENS,26-01 MOTT AVENUE,Queens,QUEENS,Q,27,40.608467,-73.764548
R460,SUSAN E. WAGNER HS - STATEN ISLAND,1200 MANOR ROAD,Staten Island,STATEN IS,R,31,40.596896,-74.124169
R057,P.S. 57 - STATEN ISLAND,140 PALMA DRIVE,Staten Island,STATEN IS,R,31,40.611508,-74.083177
Q045,P.S. 45 - QUEENS,126-28 150 STREET,Queens,QUEENS,Q,27,40.672727,-73.788164
K260,THE FRESH CREEK SCHOOL - BROOKLYN,875 WILLIAMS AVENUE,Brooklyn,BROOKLYN,K,19,40.654031,-73.894854
M841,M811 SPED - MANHATTAN,466 WEST END AVENUE,Manhattan,MANHATTAN,M,3,40.786611,-73.97951
M098,P.S. 98 - MANHATTAN,512 WEST 212 STREET,Manhattan,MANHATTAN,M,6,40.867826,-73.917059
K281,I.S. 281 - BROOKLYN,8787 24 AVENUE,Brooklyn,BROOKLYN,K,21,40.595341,-73.993457
K078,I.S. 78 - BROOKLYN,1420 EAST 68 STREET,Brooklyn,BROOKLYN,K,22,40.621224,-73.91287
